error_category,strict_category,evidence_supports,same_under_strict_rules,analysis,question_id,step_index
threshold_or_comparison,threshold_or_comparison,True,True,"Factually incorrect: only TUE (~40), WED (~40), and THU (~36) exceed 35; FRI peaks at ~31 and SAT/SUN are below 25. Claiming peaks exceed 35 on FRI, SAT, SUN misreads the y-values.",970,1
threshold_or_comparison,threshold_or_comparison,False,True,"FAIL: The ranges are factually wrong. DNN prices for 2-layer architectures are ~0.096-0.097, far below the claimed 0.1115-0.1095 range, and TNN drops to ~0.098-0.1035, contradicting the stated TNN range.",2030,1
threshold_or_comparison,threshold_or_comparison,False,True,"Same incorrect claim as previous step that true is above estimate at x=400, which is both redundant and factually opposite to the ground truth condition for h1.",461,3
threshold_or_comparison,threshold_or_comparison,True,True,"OLFC-50 has a point at score ~-0.3 (less than -0.2) on the left of dummy and many points on the right, so it does have points on both sides including the < -0.2 region. The claim that no method does is false and contradicts the visual.",971,3
wrong_numeric_read,wrong_numeric_read,True,True,"The histogram shows essentially zero frequency at weight 0.004 (inside the 'No long tail' ellipse), not ~130. This contradicts the chart and the ground truth frequency of 0.",183,1
wrong_numeric_read,wrong_numeric_read,True,True,"It concludes the quarter value is 7 by propagating the incorrect estimate from Step 1, contradicting the verified ground truth of 8.",488,2
wrong_numeric_read,wrong_numeric_read,True,True,"For initial rating A, the table shows AAA=0.0011 and A=0.9154, not 0.9154 for AAA, and B=0.0026 not BBB; the step misreads both values and their column labels.",1937,1
wrong_numeric_read,wrong_numeric_read,True,True,"Incorrect conclusion that Deep Root-MUSIC has more drastic decrease. Chart shows Root-MUSIC drops from ~5700 to ~0 at Index 2 instantly, while Deep decreases gradually, so Root-MUSIC is more drastic per ground truth.",890,4
wrong_numeric_read,wrong_numeric_read,True,True,"Misreads body (dim:200): Positive-Positive (~0.11) is actually larger than Negative-Negative (~0.08), contradicting the claimed 0.12 > 0.04.",1913,3
wrong_numeric_read,wrong_numeric_read,True,True,"At exactly epoch 150, not all curves are near zero - the μ_opt=0.7, 0.8, and 0.9 curves remain at high values (~0.6-1.3 x10^8). The statement that all curves have reached the steady value close to zero is factually false per the visual data.",160,1
wrong_numeric_read,wrong_numeric_read,True,True,"Claims POR (+ repr.) in pixel-based scores ~0.40, but the chart shows its median is around 0.60-0.65 in panel (b), so this is a clear misread of the visual data.",291,1
wrong_numeric_read,wrong_numeric_read,True,True,"The chart shows divergence starting at ~08:00 with large daytime separation 08:00-16:00, not early evening; claiming divergence appears around early evening is a factual misreading and contradicts the ground truth of 08:00.",722,2
wrong_numeric_read,wrong_numeric_read,True,True,"The step claims the most significant drop is around 298 eV, but the chart shows the sharpest common decline immediately after the ~295-296 eV peak, with ground truth at 296 eV; 298 eV misplaces the absorption edge and therefore contradicts the verified answer.",1253,1
wrong_numeric_read,wrong_numeric_read,True,True,"This step repeats the false N-body value and claims 'This work' is double that, which contradicts its own prior 1.5 estimate and misreads both curves at a3=0.1.",1406,3
wrong_numeric_read,wrong_numeric_read,True,True,"Incorrect for t>2: non-adaptive remains ~10^-5 to 10^-6 with a broad peak, not ~10^-10, and p-adaptive fluctuates up to ~10^-8, not fixed at ~10^-10.",965,3
wrong_numeric_read,wrong_numeric_read,True,True,"Step 1 misreads the chart: the drop from ~-0.3 to ~-0.8 occurs around x=100-105, not at x~75 and x~80 as claimed. The x-values provided are factually incorrect.",1987,1
wrong_numeric_read,wrong_numeric_read,True,True,"Incorrectly claims Female patients have 'more bars' than males; both genders have a bar for each age bin, the difference is in height not count. This misreads the visual data.",770,1
wrong_numeric_read,wrong_numeric_read,True,True,"This step claims g_B(r) at r=0.3 and r=0.4 have y-values of 0.8, 0.9, and 1.1, which is entirely false - the chart shows values around 0.4 to 0.8 and all curves are distinct, not identical.",1901,1
wrong_numeric_read,wrong_numeric_read,True,True,"Conflates two distinct labels ('Stackelberg equilibria' and 'Both players deviate...') into one point and misreads coordinates; the Stackelberg points are at ~0.25,0.5 and ~0.5,0.25, not 0.4,0.3, and 'Both players deviate' is near 0.32,0.35.",506,1
wrong_numeric_read,wrong_numeric_read,True,True,"The step claims GEM at 'newcache' is 1e+07, which contradicts the chart and ground truth of 1e+06; this is a visual misreading and causes FAIL.",179,2
wrong_numeric_read,wrong_numeric_read,True,True,Claiming 'no difference' and 'almost identical values' is factually incorrect; the chart shows a clear separation at final epoch (training lower than validation) with difference ~0.03 per ground truth.,636,2
wrong_numeric_read,wrong_numeric_read,True,True,"Fails visually: at log(h)=-2 curves are smooth and rising, not noisy. Also addresses 10 um solid lines instead of 1nm dotted lines asked in question, contradicting step 0 goal and misreading noise onset which is around 2 per ground truth.",1463,1
wrong_numeric_read,wrong_numeric_read,True,True,"The step claims the second y=2 occurs at z=5, but the chart shows at z=5 the value is 0; the actual second occurrence is at z=7, with two more occurrences missed.",1008,3
wrong_numeric_read,wrong_numeric_read,True,True,"Step 1 incorrectly claims exact values cannot be extracted directly. The chart explicitly shows y = max(0, x) with a flat line at y=0 for all x < 0, including -0.753, so the value is directly readable as 0.000 per ground truth.",703,1
logic_inconsistency,logic_inconsistency,True,True,"At Iteration index 5000, PAO-Fed-C2 ends at approximately 20 dB, not 30 dB. The value stated contradicts the chart.",243,2
logic_inconsistency,logic_inconsistency,False,True,"Factually incorrect - Source Port 389's median is ~17 Mbps and mean ~45 Mbps, not 1000, 500, 250 Mbps. Massively overestimates the log-scale values.",65,4
logic_inconsistency,logic_inconsistency,True,True,"The S_0 (S_O/S_S) plot shows only 2 prominent peaks (near ~0.4 and ~1.4 days), not distinct peaks at 0.5, 1.0, 1.5, and 2.0, directly contradicting the visual data and ground truth of 2.",794,1
logic_inconsistency,logic_inconsistency,False,True,"Factually incorrect reading of the chart: the solid θ=45° (magenta triangles) curve at E=1.00 has D≈0.08-0.10, not 0.38. The value 0.38 corresponds to the θ=135° curve, so it mislabels the intersecting pair despite reaching the correct labels.",930,1
logic_inconsistency,logic_inconsistency,False,True,"Step 2 concludes a purely positive trend, which is factually wrong; the visual curve shows x3 increasing then decreasing, and ground truth is 'increase then decrease', so the reasoning is incorrect.",920,2
logic_inconsistency,logic_inconsistency,True,True,"At log(h) = -2 (the h=Δx line) the 1nm dotted curves are smooth and just rising, not noisy; the noisy regime starts at positive values around log(h) ≈ 2, contradicting the ground truth of 2.",1463,1
logic_inconsistency,logic_inconsistency,False,True,"Step 1 is factually incorrect - carcasses per m² does not decrease from 0; both the points and fitted line increase from 0 to ~10m before decreasing, so it is not monotonically decreasing.",2307,1
logic_inconsistency,logic_inconsistency,True,True,"Step 2 concludes the UAV trajectory intersects three obstacles, which contradicts the visual evidence of avoidance and the verified ground truth of 0 intersections.",757,2
logic_inconsistency,logic_inconsistency,True,True,"Again claims variance around 0.1 and close to zero, which contradicts visual evidence where ShapeWorld ρ (Hausdorff) Concept bar has large error bars indicating high variance, not near zero.",113,3
logic_inconsistency,logic_inconsistency,True,True,"Incorrect trend description and logical inconsistency: Subaru M31 (dotted) peaked much earlier around log M ~ -6 and is not starting to decline at 0, and EROS does not continue rising past 0 in the described way. This contradicts the chart and the ground truth that Subaru peaks first.",1225,2
logic_inconsistency,logic_inconsistency,True,True,"Fails: concludes US has greatest divergence in 2010-2019, contradicting ground truth ES, which shows stronger color contrast/divergence in the 2010-2019 row.",421,4
logic_inconsistency,logic_inconsistency,True,True,"Repeats the solid-line misidentification and claims greatest fluctuation is mid-December 2020, which contradicts the chart where both dotted supply and borrow rates show much larger volatility around 2021-03, matching ground truth 2021-03.",1932,1
logic_inconsistency,logic_inconsistency,True,True,"Factually incorrect – visually the y=14 segment (x~1.75-2.0) is longer than the y=16 segment, not shorter; contradicts the actual data and the established ground truth.",962,2
logic_inconsistency,logic_inconsistency,True,True,"Step 2 concludes the noisy onset is at approximately -1, which contradicts the chart where the 1nm curves become noisy at ~2, and contradicts the ground truth answer of 2.",1463,2
logic_inconsistency,logic_inconsistency,True,True,"The longest segment is at y=2 with length ~1.0 unit (x=0 to 1), not at y=10. This contradicts the chart and the ground truth answer of 2.",962,4
logic_inconsistency,logic_inconsistency,True,True,"Incorrect conclusion that carcasses per m² decreases as distance increases, contradicting the chart's initial rise and the ground truth answer of No for monotonic decrease.",2307,2
logic_inconsistency,logic_inconsistency,True,True,log(λ)=0.0 is not within plot b's range and the statement repeats garbled θ notation. It fails to identify areas in plot b and contradicts ground truth that θ₃ occupies most area.,1607,2
logic_inconsistency,logic_inconsistency,True,True,"Repeats the error that both show a smooth curve before change point, which contradicts the visual difference where garage is visibly smoother than phone, and fails to identify garage as the answer per ground truth.",180,3
logic_inconsistency,logic_inconsistency,True,True,"Incorrect conclusion that both have same upper bound; visually RS GRAPE at epsilon1=0.2 peaks higher than Adaptive RS GRAPE, contradicting ground truth that RS GRAPE has wider extent.",1314,2
logic_inconsistency,logic_inconsistency,True,True,"Concludes four local minima in 3-6, which contradicts the chart and ground truth answer of 1. The count is factually wrong.",1138,2
other_unspecified,other_unspecified,,True,"Concludes an exact period cannot be provided due to complexity, which is false — the voltage top panel shows ~4 cycles in 4000ms giving ~1000ms period, matching the ground truth answer of 1000ms.",2133,3
other_unspecified,other_unspecified,,True,"Claims only one group has 95% CI including zero, which is false. Chart A shows three CIs crossing zero: MS Unrestricted (-13.0,74.9), MS CD4≤400 (-10.4,65.6), and MS CD4≤300 (-6.9,58.4), matching ground truth of 3.",2372,2
other_unspecified,other_unspecified,,True,"It falsely claims precise values aren't given, while the colorbar explicitly labels 0.10 and 0.32 nA, leaving the actual upper bound 0.32 nA unread.",1332,3
other_unspecified,other_unspecified,,True,"The value -0.017 is the correlation for CC weekly vs Alex weekly, not a 9.30AM daily measurement. At row Alex daily 9.30AM, Alex weekly is 0.12, not -0.017, so the label and number are misattributed.",1860,2
other_unspecified,other_unspecified,,True,"Repeats the issue 'Not asking about existing system' but assigns it 5 and 5, which actually belong to 'Asking long question'. This is a mislabeling and data duplication error.",247,5
other_unspecified,other_unspecified,,True,"While the ground truth peak count is 3, inferring peaks directly from 3 t-axis crossings is mathematically invalid - crossings do not equal peaks. The numeric coincidence does not fix the flawed logic equating zero-crossings to peaks.",1036,4
other_unspecified,other_unspecified,,True,"Claims 5-10 cycles per unit interval, which is incorrect. The ground truth is 3 distinct oscillatory burst patterns in the entire plot (~0.5, ~1.3, ~2.1), confusing high-frequency intra-burst oscillations with the large-scale envelope cycles.",1672,3
other_unspecified,other_unspecified,,True,"Repeats the false extraction that male bars are taller at all ages. Visual inspection shows female and male distributions overlap with females shifted older, so the claim is incorrect.",770,2
other_unspecified,other_unspecified,,True,"Step 0 instructs to examine medians 'across all plots' while the question explicitly asks only about the top plot, misrepresenting the task scope despite the chart having three distinct panels.",2158,0
other_unspecified,other_unspecified,,True,"Top-left chart between 0-200 s is highly noisy with large amplitude swings, not stable single values; calculating -0.09 - (-0.04) = -0.05 as 'variance' continues the conceptual error of using endpoint difference for variance.",1330,1
other_unspecified,other_unspecified,,True,"Does not correct the 0.8 estimate and continues to treat it as the candidate closest point, while visual data shows minimal gap at x=1.0; fails to reach correct conclusion.",1511,3
other_unspecified,other_unspecified,,True,Concluding both M74 and O84 qualify is false; only M74_M75-Other Science meets the decrease-in-model and increase-in-empirical condition per ground truth and visual data.,394,3
other_unspecified,other_unspecified,,True,Step 0 contains only garbled text 'DataData' with no meaningful description of the chart; it is not factually accurate or informative.,2004,0
other_unspecified,other_unspecified,,True,"Concludes by comparing n_e=25 < n_e=30 which does not identify a single n_e satisfying both conditions and fails to produce ground truth 35, misapplying previous extractions.",96,5
other_unspecified,other_unspecified,,True,"Continues to rely on the non-existent 'color transition point' from the failed prior step, perpetuating the factual error and providing no valid averaging logic to support x=30.",697,3
other_unspecified,wrong_series_or_color,,False,"At x=800 the two lines are converging in a dip and are close together, not far apart, and increase from 0 to 800 must be measured as y(800)-y(0), not by inter-line distance. The phrasing is also logically incoherent.",1914,2
other_unspecified,other_unspecified,,True,"Step 0 contains garbled duplicated text 'Step 1: and and' and does not form a coherent factual statement about the chart, failing basic accuracy.",1713,0
other_unspecified,other_unspecified,,True,"This step propagates the incorrect 30% and 75% values, incorrectly frames the task as comparing models rather than finding in which chart the two lines are closest at 10 hops, and fails to identify the correct chart (Training on 4-hop Questions).",268,3
other_unspecified,other_unspecified,,True,"The count of eight months from February to December is wrong; February to December is 11 months, the listed months from prior steps would be 9, and the true count per chart is 7 (Jan, Feb, Mar, Apr, May, Jun, Dec).",1413,3
other_unspecified,wrong_series_or_color,,False,"Reduces the task to checking if count >0 instead of determining how many minima exist, so it never arrives at the ground-truth count of 2 and is logically incoherent with the question.",649,4
